id,carat,cut,color,clarity,depth,table,x,y,z,price
13446,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,1125
14569,1.5,Good,I,I1,63.7,61.0,7.22,7.1,4.57,3696
6951,0.78,Very Good,D,VS2,63.0,58.0,5.8,5.86,3.67,3534
7337,0.33,Ideal,H,VS2,60.7,55.0,4.48,4.51,2.73,551
22272,0.57,Ideal,D,VS1,61.7,56.0,5.31,5.33,3.28,2091
26550,0.71,Ideal,D,SI2,62.5,56.0,5.7,5.73,3.57,2487
15076,0.76,Very Good,J,VS1,59.3,63.0,6.12,5.93,3.55,2036
24938,0.5,Very Good,D,SI2,63.4,59.0,5.03,5.0,3.18,1243
8995,0.59,Good,E,VS2,61.3,62.0,5.36,5.4,3.3,1845
19166,1.0,Ideal,J,VS2,62.4,54.0,6.4,6.46,4.01,4539
20586,0.5,Very Good,G,VVS1,61.5,56.0,5.11,5.14,3.15,1843
1729,1.01,Very Good,F,SI2,60.0,59.0,6.48,6.61,3.93,4416
12240,1.2,Premium,J,SI2,61.7,57.0,6.85,6.79,4.21,3782
2335,1.24,Premium,F,VS1,61.5,57.0,6.97,6.86,4.25,9333
19279,1.7,Premium,F,SI2,60.1,58.0,7.74,7.67,4.63,11322
5885,0.34,Very Good,E,SI1,62.9,56.0,4.45,4.48,2.81,596
6713,0.9,Very Good,G,SI1,61.3,60.0,6.14,6.17,3.77,3841
699,0.45,Very Good,F,VS1,62.1,59.0,4.85,4.81,3.0,1179
6208,1.02,Premium,G,SI2,60.7,56.0,6.56,6.51,3.97,3904
21379,0.9,Very Good,G,SI2,60.1,60.0,6.22,6.32,3.77,3114
14432,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,603
7221,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
4430,0.73,Ideal,G,SI1,62.0,54.0,5.81,5.84,3.61,2583
7874,1.23,Very Good,I,VS2,61.2,59.0,6.84,6.81,4.18,6826
12674,0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,558
12648,0.76,Ideal,D,SI1,62.3,55.0,5.81,5.84,3.63,3732
22811,1.01,Premium,F,SI1,59.8,60.0,6.57,6.53,3.92,5345
21894,0.81,Very Good,H,VS1,62.2,57.0,5.91,5.94,3.69,3314
4266,0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92,3180
16166,0.34,Very Good,D,SI1,62.0,59.0,4.42,4.48,2.76,626
8386,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,1571
24623,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1,8358
23415,1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159
17664,1.0,Ideal,E,VS2,62.5,57.0,6.38,6.45,4.01,7177
13250,0.39,Premium,E,VS1,59.6,60.0,4.72,4.75,2.82,1026
10139,0.4,Premium,F,VS1,61.9,59.0,4.67,4.7,2.9,982
17660,0.72,Very Good,F,SI2,60.4,59.0,5.8,5.83,3.51,2158
6689,0.31,Premium,I,SI1,61.5,59.0,4.35,4.37,2.68,408
14024,1.33,Premium,G,SI2,63.0,59.0,7.0,6.97,4.4,6480
7,1.01,Good,H,SI1,63.7,60.0,6.35,6.3,4.03,4836
25731,0.7,Premium,F,VVS2,62.6,59.0,5.66,5.62,3.53,3136
16781,0.32,Very Good,E,VS2,60.5,55.0,4.43,4.49,2.7,702
20346,2.03,Very Good,E,SI2,,58.0,7.91,7.94,5.05,16412
20174,0.58,Ideal,D,SI2,63.4,57.0,5.29,5.34,3.37,1356
4209,1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
7957,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73,3625
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
547,1.12,Good,F,VS2,63.8,57.0,6.59,6.61,4.21,6925
1297,1.01,Very Good,D,SI2,60.3,57.0,6.51,6.56,3.94,4588
2883,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
1861,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,4695
11846,1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,4743
3494,1.21,Premium,G,SI2,60.3,58.0,6.96,6.9,4.18,5529
26409,1.06,Good,E,SI2,63.9,60.0,6.45,6.41,4.11,4321
18698,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,13687
13827,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,521
9915,2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8,16068
8834,1.14,Very Good,H,SI1,62.9,59.0,6.62,6.64,4.17,5367
4909,0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71,720
309,0.84,Good,G,VS1,63.6,57.0,5.98,5.93,3.79,3316
20348,0.9,Very Good,G,SI2,59.9,60.0,6.19,6.23,3.72,3581
13297,0.31,Ideal,H,VS2,63.0,57.0,4.34,4.32,2.73,628
15839,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045
11456,0.3,Very Good,I,VS1,61.8,63.0,4.26,4.29,2.64,442
12575,0.36,Very Good,I,VS1,63.3,56.0,4.56,4.51,2.87,729
13839,1.55,Premium,H,SI2,58.0,60.0,7.61,7.58,4.41,6458
22598,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,16431
19372,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97,900
5702,0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499
6113,0.3,Ideal,D,SI1,61.7,57.0,4.28,4.31,2.65,524
14942,1.1,Ideal,G,VS1,61.5,57.0,6.62,6.65,4.08,6984
16454,0.32,Ideal,G,VS2,59.8,57.0,4.43,4.46,2.66,561
1570,0.44,Premium,G,VVS2,61.3,60.0,4.94,4.88,3.01,1155
24223,0.31,Premium,E,VS2,62.7,58.0,4.31,4.33,2.71,680
15199,0.55,Premium,E,SI1,,59.0,5.25,5.28,3.22,1551
17506,1.15,Premium,I,SI1,59.6,58.0,6.86,6.82,4.08,4959
12303,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,8388
25104,0.91,Premium,H,SI2,62.7,58.0,6.14,6.17,3.86,3423
23840,0.51,Ideal,D,VS1,61.6,57.0,5.13,5.16,3.17,1962
19522,0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,4397
23309,0.91,Fair,F,I1,67.0,62.0,5.97,5.89,3.98,1570
12840,0.33,Premium,G,VS1,62.8,58.0,4.41,4.38,2.76,854
21724,1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99,5890
18366,0.76,Premium,D,VS2,60.9,58.0,5.9,5.85,3.58,2977
22639,0.7,Good,E,SI2,63.6,65.0,5.67,5.55,3.57,2032
21807,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,395
11915,0.91,Ideal,H,SI2,60.6,57.0,6.3,6.26,3.81,3854
17058,0.41,Very Good,I,VVS1,59.8,61.0,4.79,4.84,2.88,863
14672,1.0,Very Good,E,SI1,60.1,60.0,6.45,6.49,3.89,5865
3242,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4887
10952,1.5,Good,H,SI2,64.2,56.0,7.26,7.2,4.64,7291
7694,0.51,Ideal,G,VVS2,61.3,56.0,5.16,5.19,3.17,1902
19634,0.31,Ideal,G,VS2,59.1,57.0,4.48,4.45,2.64,698
24278,0.4,Premium,F,VS1,60.5,60.0,4.76,4.8,2.89,982
1566,0.54,Very Good,H,SI2,62.7,59.0,5.17,5.2,3.25,1099
19174,0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2857
466,0.31,Ideal,H,VVS1,62.6,53.0,4.35,4.41,2.74,687
11634,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,358
19632,0.75,Premium,H,VS1,61.9,61.0,5.85,5.82,3.61,2961
15672,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.24,3.27,2066
1828,0.79,Premium,F,SI1,62.3,54.0,5.97,5.91,3.7,2862
12167,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
6028,0.54,Premium,D,SI1,62.0,55.0,5.24,5.21,3.24,1786
3282,0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,4401
17633,0.24,Ideal,G,SI1,62.2,54.0,3.97,4.0,2.48,364
24273,0.9,Premium,I,SI1,61.8,58.0,6.21,6.19,3.83,3251
26396,0.6,Premium,H,I1,60.1,60.0,5.51,5.44,3.29,806
6768,0.42,Premium,F,SI1,62.9,57.0,4.77,4.73,2.99,992
8443,0.92,Very Good,F,SI1,62.9,56.0,6.2,6.24,3.91,4037
286,0.51,Very Good,G,VS1,62.7,56.0,5.08,5.13,3.2,1656
14366,0.31,Very Good,G,VVS1,62.5,57.0,4.3,4.4,2.72,816
20791,0.32,Good,H,SI2,63.8,56.0,4.36,4.38,2.79,403
1465,1.08,Ideal,H,VS2,61.8,56.0,6.59,6.55,4.06,5625
16463,1.17,Ideal,G,SI2,62.0,55.0,6.81,6.74,4.2,5012
24818,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1024
7614,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
10485,1.5,Very Good,E,VS1,59.0,62.0,7.45,7.47,4.4,15957
23270,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2711
8366,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59,776
1625,0.7,Ideal,I,VVS2,61.6,56.5,5.65,5.72,3.51,2487
12234,2.03,Good,D,SI2,63.1,59.0,8.12,7.99,5.08,13109
20495,0.38,Premium,G,SI1,59.5,62.0,4.71,4.67,2.79,855
1438,0.7,Premium,G,VS2,62.2,61.0,5.59,5.54,3.46,2657
459,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
24479,1.05,Premium,D,SI1,60.5,56.0,6.7,6.59,4.0,5927
2020,1.05,Premium,F,SI2,62.3,56.0,6.55,6.51,4.07,4363
7540,1.65,Premium,G,SI1,61.0,58.0,7.66,7.62,4.66,11864
6949,1.28,Good,G,SI1,57.6,62.0,7.17,7.13,4.12,6175
20521,1.04,Premium,E,VVS1,62.5,59.0,6.41,6.46,4.02,10350
19816,0.54,Ideal,J,VVS1,62.2,54.0,5.23,5.25,3.26,1239
21262,0.34,Premium,E,VS2,61.1,60.0,4.48,4.45,2.73,956
6983,1.18,Premium,I,SI2,62.9,58.0,6.77,6.7,4.24,3925
884,0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91,718
15699,1.07,Premium,H,SI1,58.9,59.0,6.76,6.71,3.97,4235
25634,1.38,Ideal,G,SI2,61.4,55.0,7.2,7.17,4.41,7094
26086,0.41,Good,F,VVS2,63.6,56.0,4.68,4.72,2.99,996
21588,0.57,Ideal,E,VS1,62.0,55.0,5.31,5.34,3.3,2177
21587,0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,650
13101,1.64,Fair,E,SI2,63.1,60.0,7.58,7.5,4.75,8954
11268,1.23,Ideal,J,VS2,61.2,57.0,6.93,6.88,4.23,6015
3325,1.02,Premium,F,VS2,61.3,58.0,6.54,6.42,3.97,6597
20188,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5293
23987,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
2431,0.73,Very Good,F,VVS2,61.9,59.0,5.72,5.84,3.58,3442
299,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
11074,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4434
22458,0.72,Good,F,SI1,64.0,61.0,5.67,5.62,3.61,2563
17641,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,11711
22100,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,2573
13840,0.3,Good,E,VVS1,61.5,62.0,4.28,4.34,2.65,702
1821,1.01,Good,G,SI1,63.8,56.0,6.32,6.37,4.05,4504
10148,2.03,Premium,E,SI2,61.5,59.0,8.16,8.24,5.04,18310
20971,0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158
2457,2.04,Very Good,J,VS2,63.0,58.0,7.99,8.02,5.04,13609
8058,0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,1607
19326,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,472
16575,0.73,Ideal,F,VS1,,55.0,5.8,5.83,3.57,3797
17752,0.51,Ideal,H,VS2,61.6,55.0,5.16,5.19,3.19,1375
16213,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,2292
3241,0.67,Good,F,VVS2,63.8,61.0,5.46,5.54,3.52,2398
17456,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,4642
21642,1.2,Ideal,I,VS2,62.5,56.0,6.66,6.74,4.19,5884
15773,1.25,Ideal,G,VS2,61.5,58.0,6.88,6.93,4.25,9282
13526,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,6411
17661,0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2563
21766,0.54,Ideal,G,IF,61.6,57.0,5.22,5.27,3.23,2361
14377,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,1809
26427,1.32,Premium,I,SI2,58.4,60.0,7.24,7.15,4.2,5921
10968,1.06,Premium,G,VS2,60.4,58.0,6.64,6.68,4.02,6296
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
22983,0.31,Ideal,G,VS1,61.0,55.0,4.39,4.43,2.69,625
17638,1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,4498
6172,0.3,Very Good,G,VS2,61.1,62.0,4.28,4.33,2.63,491
19881,0.41,Very Good,H,VS1,63.5,56.0,4.7,4.69,2.98,1061
19885,0.34,Premium,G,VS2,60.3,58.0,4.53,4.49,2.72,765
3191,1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,5902
9759,1.7,Ideal,H,VS1,62.4,55.0,7.69,7.61,4.77,13949
16666,1.03,Very Good,F,SI2,63.3,59.0,6.35,6.32,4.01,3692
6662,1.53,Ideal,I,VS1,62.9,57.0,7.36,7.3,4.61,7968
7012,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,1857
21125,0.63,Ideal,H,VS2,62.1,54.0,5.51,5.54,3.43,1641
25532,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,11368
20015,0.34,Ideal,H,VS1,62.5,57.0,4.43,4.46,2.78,596
17173,1.01,Premium,G,VVS2,61.2,59.0,6.42,6.36,3.91,7068
4828,0.42,Ideal,H,VS1,62.4,57.0,4.76,4.79,2.98,847
4402,0.41,Ideal,D,VS2,61.5,57.0,4.79,4.77,2.94,1076
9699,0.24,Very Good,D,VS1,62.9,56.0,3.96,3.99,2.5,419
6331,1.12,Very Good,D,SI1,62.2,59.0,6.65,6.67,4.14,5966
21097,1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,3450
15453,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
21088,0.72,Very Good,H,VS1,60.1,57.0,5.79,5.85,3.5,2594
7630,0.55,Good,J,VS1,63.8,61.0,5.09,5.12,3.26,969
4954,0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,3071
704,0.5,Good,I,VS2,60.4,64.0,5.12,5.08,3.08,1047
9170,0.29,Very Good,F,VVS2,60.1,58.0,4.32,4.37,2.61,664
20471,0.55,Ideal,H,VS2,61.9,54.0,5.25,5.28,3.26,1402
643,1.33,Premium,G,VS1,62.7,58.0,6.96,7.01,4.38,9699
6275,0.76,Premium,E,SI1,61.6,59.0,5.83,5.79,3.58,2644
26219,0.34,Ideal,G,VS2,62.7,55.0,4.49,4.48,2.81,765
8837,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4932
781,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,6229
656,1.2,Premium,G,VS2,62.1,61.0,6.74,6.68,4.17,7728
12644,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,828
19483,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,680
13033,1.2,Ideal,G,VS1,62.0,57.0,6.78,6.81,4.21,8545
2489,0.4,Good,J,VS2,64.0,57.0,4.7,4.67,3.0,765
14173,1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
21747,0.7,Good,D,SI1,63.6,60.0,5.59,5.51,3.51,2512
18987,0.7,Ideal,G,SI1,,55.0,5.7,5.73,3.53,2965
25187,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178
6795,1.52,Premium,J,SI1,60.4,59.0,7.44,7.39,4.48,5618
19319,0.25,Premium,E,VVS1,60.7,60.0,4.11,4.09,2.49,740
15698,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,682
26795,0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,1292
2837,0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,982
11560,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,7522
8061,2.02,Good,H,SI2,59.0,61.0,8.26,8.31,4.89,13144
7248,0.78,Very Good,F,SI2,58.3,62.0,6.04,6.11,3.54,2477
16785,1.57,Ideal,I,SI1,62.2,56.0,7.42,7.47,4.63,10633
8059,1.18,Ideal,G,VVS2,62.2,54.0,6.78,6.82,4.23,9252
1154,1.03,Premium,F,VS1,61.8,59.0,6.46,6.48,4.0,7328
2899,0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,1879
17323,0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,2382
8167,0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67,624
663,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715
16133,0.39,Premium,G,IF,59.0,60.0,4.78,4.75,2.81,1362
13478,0.7,Ideal,I,VVS2,62.7,54.0,5.65,5.69,3.55,2487
12420,1.2,Premium,G,SI1,62.5,60.0,6.74,6.68,4.21,5868
20528,0.34,Premium,G,SI1,59.7,59.0,4.5,4.54,2.7,507
11096,0.32,Ideal,G,VVS2,61.8,55.0,4.43,4.41,2.73,936
6854,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,765
18953,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,431
15262,0.4,Premium,F,SI1,62.3,57.0,4.74,4.67,2.93,945
20723,0.7,Ideal,H,VVS1,61.5,57.0,5.69,5.73,3.51,3517
12068,1.21,Premium,E,SI2,61.7,59.0,6.83,6.78,4.2,5920
19641,0.32,Ideal,E,IF,61.2,57.0,4.4,4.43,2.7,1300
1766,1.31,Ideal,G,VVS1,61.1,57.0,7.06,7.01,4.3,11247
7209,1.61,Good,G,VS2,63.8,58.0,7.43,7.36,4.72,9467
23836,0.56,Ideal,F,VS2,62.6,55.0,5.29,5.25,3.3,1814
11472,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4377
6712,0.7,Ideal,D,SI2,60.3,56.0,5.77,5.73,3.47,2423
14395,0.31,Ideal,H,VVS1,60.8,55.0,4.42,4.39,2.68,942
24269,0.97,Fair,F,SI2,67.2,61.0,6.09,6.0,4.06,2338
2887,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,2509
25273,2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02,17530
5696,0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485
1996,1.0,Premium,F,VVS2,61.9,61.0,6.45,6.32,3.95,7204
3447,0.24,Ideal,F,VS2,62.2,57.0,3.96,4.01,2.48,419
3627,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
3761,1.13,Fair,H,I1,64.8,59.0,6.52,6.42,4.19,2968
21952,1.03,Fair,G,SI1,64.7,63.0,6.36,6.31,4.1,4424
18265,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063
8929,0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
12220,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
12975,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
7424,1.21,Fair,E,SI2,65.6,59.0,6.62,6.56,4.32,4926
21263,0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828
9331,1.17,Ideal,G,VS2,61.3,56.0,6.81,6.79,4.17,7548
6143,1.31,Premium,E,SI1,62.4,58.0,7.03,6.95,4.36,8767
2126,0.31,Ideal,H,VVS2,62.2,57.0,4.32,4.36,2.7,625
8096,1.21,Premium,J,VVS1,61.3,59.0,6.86,6.81,4.19,6001
6651,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1080
20097,0.71,Ideal,D,VS2,60.1,56.0,5.77,5.83,3.48,4029
17742,1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,7550
23322,0.72,Premium,G,SI1,61.3,56.0,5.79,5.76,3.54,2316
21773,1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28,6779
24466,1.01,Premium,I,SI1,59.9,59.0,6.46,6.42,3.86,4129
16416,1.47,Premium,H,SI2,59.1,56.0,7.51,7.46,4.42,7573
1895,0.5,Very Good,H,VS1,64.6,56.0,4.97,5.06,3.24,1426
11859,0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88,4724
2877,1.54,Good,E,SI1,63.8,57.0,7.31,7.34,4.67,12779
25358,0.75,Fair,F,VS2,65.4,58.0,5.63,5.68,3.7,2648
18605,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
23688,0.71,Ideal,I,VS2,,57.0,5.72,5.64,3.53,2270
16613,1.37,Ideal,F,VS1,59.6,57.0,7.28,7.22,4.32,11649
15808,0.7,Very Good,F,VVS1,59.3,62.0,5.74,5.77,3.41,3270
22820,0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,700
18878,1.0,Very Good,D,VVS2,61.7,58.0,6.37,6.41,3.94,10113
18672,0.43,Premium,D,SI1,61.2,60.0,4.84,4.8,2.95,993
9006,1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,7788
6607,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
8396,0.43,Ideal,E,SI1,62.3,57.0,4.82,4.78,2.99,1016
14764,0.72,Very Good,I,VS2,63.3,55.0,5.7,5.74,3.62,2337
10421,0.53,Ideal,G,VVS2,61.5,56.0,5.18,5.22,3.2,1881
15493,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11,6403
18279,0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,969
2727,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
7659,0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,2959
1357,1.53,Ideal,J,SI1,62.2,58.0,7.35,7.37,4.58,7721
10939,0.33,Very Good,F,VVS1,61.1,58.0,4.42,4.46,2.71,912
25474,1.0,Very Good,E,SI2,60.6,61.0,6.39,6.44,3.89,4312
2553,1.02,Ideal,E,VS1,62.2,54.0,6.44,6.46,4.01,8011
19883,0.83,Ideal,G,SI1,62.1,57.0,6.03,5.95,3.72,3044
20011,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
20409,0.32,Ideal,G,IF,61.8,55.0,4.43,4.41,2.73,1020
26291,1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
9299,1.11,Ideal,H,SI1,62.0,56.0,6.65,6.61,4.11,5102
6997,0.43,Fair,H,SI1,62.7,66.0,4.78,4.72,2.98,984
19193,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,2657
10771,0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653
26483,0.39,Ideal,G,SI2,62.0,55.0,4.69,4.73,2.92,683
10171,0.56,Premium,F,VVS1,61.1,56.0,5.41,5.3,3.27,2218
7190,0.3,Premium,F,VS2,60.7,58.0,4.32,4.35,2.63,605
2983,1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771
5726,1.0,Premium,D,VVS2,61.6,60.0,6.41,6.36,3.93,10046
22681,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
22054,0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
14776,0.54,Ideal,G,VVS2,62.0,56.0,5.23,5.27,3.25,1920
2627,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59,3024
5059,0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555
5944,0.92,Premium,H,VS2,62.4,60.0,6.24,6.16,3.87,4451
18242,2.22,Very Good,J,SI2,61.2,63.0,8.33,8.23,5.07,10662
22772,0.42,Ideal,G,SI2,62.3,55.0,4.8,4.83,3.0,686
6235,0.43,Good,E,SI1,63.1,56.0,4.8,4.83,3.04,739
26174,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
13805,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
20699,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15,17497
26065,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,446
15907,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2668
5423,1.5,Good,E,SI1,64.2,55.0,7.17,7.22,4.62,12754
8304,0.56,Ideal,D,VS2,62.8,57.0,5.29,5.25,3.31,2066
10717,0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29,1616
22327,0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800
16219,0.3,Premium,F,VVS2,61.4,59.0,4.36,4.31,2.66,945
20962,0.41,Ideal,F,VS1,62.5,57.0,4.76,4.75,2.97,1076
4578,1.33,Premium,I,SI2,59.7,59.0,7.21,7.15,4.29,5094
15652,0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69,743
22741,1.02,Fair,F,SI1,64.8,59.0,6.33,6.23,4.07,5255
18136,0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668
282,2.11,Premium,E,SI2,62.4,61.0,8.19,8.1,5.08,18034
5234,1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95,6669
25839,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61,11370
8361,0.31,Ideal,G,VS1,61.3,55.0,4.39,4.42,2.7,645
10172,1.1,Fair,E,SI1,65.5,57.0,6.45,6.37,4.2,3891
12507,1.12,Premium,F,VS2,62.8,56.0,6.67,6.61,4.17,7437
17442,0.3,Ideal,E,SI1,62.9,56.0,4.3,4.25,2.69,675
11578,1.05,Ideal,F,VVS1,,57.0,6.5,6.41,4.05,9784
3604,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,6224
5962,0.91,Ideal,G,SI1,62.5,56.0,6.19,6.22,3.88,4673
6562,1.2,Premium,I,VS1,62.8,56.0,6.8,6.74,4.25,6021
1425,0.31,Ideal,F,SI1,62.9,57.0,4.34,4.31,2.72,663
20628,1.51,Fair,I,VS2,,60.0,7.18,7.1,4.63,8879
3868,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,802
8356,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.41,3.98,6770
17236,1.08,Ideal,G,VS2,61.3,56.0,6.62,6.59,4.05,6706
3706,0.59,Ideal,F,VS2,62.9,55.0,5.39,5.32,3.37,1743
6454,2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,14945
